"SchoolYear","IsdCode","IsdName","DistrictCode","DistrictName","BuildingName","BuildingCode","EntityType","Grade","Subject","TestingGroup","NumberAboveAverageGrowth","NumberAverageGrowth","NumberBelowAverageGrowth","PercentAboveAverage","PercentAverageGrowth","PercentBelowAverage","TotalIncluded","MeanSGP"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","07","English Language Arts","Black, not of Hispanic origin","< 10","11","< 10","22.70","50.00","27.30","22","47.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","07","English Language Arts","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","07","English Language Arts","Male","< 10","< 10","< 10","40.00","40.00","20.00","10","56.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","07","English Language Arts","Female","< 10","< 10","< 10","15.40","53.80","30.80","13","42.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","07","English Language Arts","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","07","English Language Arts","Not English Learners","< 10","10","< 10","23.80","47.60","28.60","21","47.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","07","English Language Arts","Not Migrant","< 10","11","< 10","26.10","47.80","26.10","23","48.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","04","English Language Arts","All Students","< 10","11","20","< 5","34.40","62.50","32","27.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","English Language Arts","All Students","25","56","53","18.70","41.80","39.60","134","42.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","English Language Arts","Economically Disadvantaged","22","55","53","16.90","42.30","40.80","130","41.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","English Language Arts","Black, not of Hispanic origin","23","53","52","18.00","41.40","40.60","128","41.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","English Language Arts","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","English Language Arts","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","English Language Arts","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","English Language Arts","Asian","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","English Language Arts","Male","12","24","30","18.20","36.40","45.50","66","40.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","English Language Arts","Female","13","32","23","19.10","47.10","33.80","68","43.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","English Language Arts","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","English Language Arts","Not English Learners","24","53","51","18.80","41.40","39.80","128","42.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","Social Studies","All Students","< 10","< 10","< 10","< 5","46.20","53.80","13","30.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","Social Studies","Economically Disadvantaged","< 10","< 10","< 10","< 5","50.00","50.00","12","32.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","Social Studies","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","Social Studies","Black, not of Hispanic origin","< 10","< 10","< 10","< 5","50.00","50.00","12","32.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","Social Studies","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","Social Studies","Male","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","Social Studies","Female","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","Social Studies","Not English Learners","< 10","< 10","< 10","< 5","46.20","53.80","13","30.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","Social Studies","Not Migrant","< 10","< 10","< 10","< 5","46.20","53.80","13","30.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","Social Studies","All Students","< 10","< 10","< 10","< 5","46.20","53.80","13","30.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","Social Studies","Economically Disadvantaged","< 10","< 10","< 10","< 5","50.00","50.00","12","32.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","Social Studies","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","Social Studies","Black, not of Hispanic origin","< 10","< 10","< 10","< 5","50.00","50.00","12","32.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","Social Studies","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","Social Studies","Male","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","Social Studies","Female","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","Social Studies","Not English Learners","< 10","< 10","< 10","< 5","46.20","53.80","13","30.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","Social Studies","Not Migrant","< 10","< 10","< 10","< 5","46.20","53.80","13","30.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","04","English Language Arts","Economically Disadvantaged","< 10","10","20","< 5","33.30","66.70","30","25.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","04","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","04","English Language Arts","Black, not of Hispanic origin","< 10","10","20","< 5","32.30","64.50","31","27.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","04","English Language Arts","Asian","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","04","English Language Arts","Male","< 10","< 10","12","5.30","31.60","63.20","19","26.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","04","English Language Arts","Female","< 10","< 10","< 10","< 5","38.50","61.50","13","28.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","04","English Language Arts","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","04","English Language Arts","Not English Learners","< 10","10","20","< 5","32.30","64.50","31","27.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","04","English Language Arts","Not Migrant","< 10","11","20","< 5","34.40","62.50","32","27.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","English Language Arts","All Students","< 10","12","12","< 5","50.00","50.00","24","33.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","English Language Arts","Economically Disadvantaged","< 10","12","12","< 5","50.00","50.00","24","33.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","English Language Arts","Black, not of Hispanic origin","< 10","12","12","< 5","50.00","50.00","24","33.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","English Language Arts","Male","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","English Language Arts","Female","< 10","< 10","< 10","< 5","56.30","43.80","16","32.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","English Language Arts","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","English Language Arts","Not English Learners","< 10","12","11","< 5","52.20","47.80","23","34.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","English Language Arts","Not Migrant","< 10","12","12","< 5","50.00","50.00","24","33.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","Mathematics","All Students","< 10","15","< 10","16.00","60.00","24.00","25","49.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","Mathematics","Economically Disadvantaged","< 10","15","< 10","16.00","60.00","24.00","25","49.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","Mathematics","Black, not of Hispanic origin","< 10","15","< 10","16.00","60.00","24.00","25","49.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","Mathematics","Male","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","Mathematics","Female","< 10","< 10","< 10","18.80","56.30","25.00","16","52.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","Mathematics","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","Mathematics","Not English Learners","< 10","14","< 10","16.70","58.30","25.00","24","48.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","05","Mathematics","Not Migrant","< 10","15","< 10","16.00","60.00","24.00","25","49.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","04","Mathematics","All Students","< 10","< 10","24","< 5","19.40","77.40","31","21.40"
